id,suraNo,suraName,aya,arabic_text,translation,footnotes
64,2,Bakara,57,وَظَلَّلْنَا عَلَيْكُمُ الْغَمَامَ وَاَنْزَلْنَا عَلَيْكُمُ الْمَنَّ وَالسَّلْوٰىۜ كُلُوا مِنْ طَيِّبَاتِ مَا رَزَقْنَاكُمْۜ وَمَا ظَلَمُونَا وَلٰكِنْ كَانُٓوا اَنْفُسَهُمْ يَظْلِمُونَ,"Bulutu üzerinize gölgelik yaptık ve size kudret helvasıyla bıldırcın etini (yiyecek olarak) indirdik. Size rızık olarak verdiğimiz temiz şeylerden yiyiniz. Onlar (haddi aşarak), bize zulmetmiş olmadılar. Lakin onlar kendi kendilerine zulmetmekteydiler.",
65,2,Bakara,58,وَاِذْ قُلْنَا ادْخُلُوا هٰذِهِ الْقَرْيَةَ فَكُلُوا مِنْهَا حَيْثُ شِئْتُمْ رَغَدًا وَادْخُلُوا الْبَابَ سُجَّدًا وَقُولُوا حِطَّةٌ نَغْفِرْ لَكُمْ خَطَايَاكُمْۜ وَسَنَز۪يدُ الْمُحْسِن۪ينَ,(Hatırlayın!) Hani biz demiştik ki: “Bu beldeye girin. Ondan bolca ve dilediğiniz yerden yiyin. Kapıdan secde ederek girin ve: ‘Hıttatun/Günahlarımızı dök.’ deyin. Biz de (emre itaatiniz karşılığında) hatalarınızı bağışlayalım. (Şu da var ki;) Muhsinlere/kulluğunu en güzel şekilde yapmaya çalışanlara ihsanlarımızı arttıracağız.”,
66,2,Bakara,59,فَبَدَّلَ الَّذ۪ينَ ظَلَمُوا قَوْلًا غَيْرَ الَّذ۪ي ق۪يلَ لَهُمْ فَاَنْزَلْنَا عَلَى الَّذ۪ينَ ظَلَمُوا رِجْزًا مِنَ السَّمَٓاءِ بِمَا كَانُوا يَفْسُقُونَ۟,"Zalim olanlar, kendilerine söylenen sözü bir başkasıyla (“Günahlarımızı dök” anlamında “Hıttatun” kelimesini “buğday” anlamına gelen “Hıntatun” ile) değiştirdiler. Biz de bu fasıklıklarına karşılık zalimlerin üzerine gökten bir azap indirdik.",
67,2,Bakara,60,وَاِذِ اسْتَسْقٰى مُوسٰى لِقَوْمِه۪ فَقُلْنَا اضْرِبْ بِعَصَاكَ الْحَجَرَۜ فَانْفَجَرَتْ مِنْهُ اثْنَتَا عَشْرَةَ عَيْنًاۜ قَدْ عَلِمَ كُلُّ اُنَاسٍ مَشْرَبَهُمْۜ كُلُوا وَاشْرَبُوا مِنْ رِزْقِ اللّٰهِ وَلَا تَعْثَوْا فِي الْاَرْضِ مُفْسِد۪ينَ,"(Hatırlayın!) Hani Musa kavmi için su talep etmişti. Dedik ki: “Asanı taşa vur.” (Asanın taşa değmesiyle) sular fışkırmış ve on iki pınar/çeşme oluşmuştu. Onlardan her bir topluluk kendilerine ait olan kaynağı bilmişti. Allah’ın rızkından yiyin, için ve yeryüzünde bozgunculuk yaparak karışıklık/düzensizlik/taşkınlık çıkarmayın.",
68,2,Bakara,61,وَاِذْ قُلْتُمْ يَا مُوسٰى لَنْ نَصْبِرَ عَلٰى طَعَامٍ وَاحِدٍ فَادْعُ لَنَا رَبَّكَ يُخْرِجْ لَنَا مِمَّا تُنْبِتُ الْاَرْضُ مِنْ بَقْلِهَا وَقِثَّٓائِهَا وَفُومِهَا وَعَدَسِهَا وَبَصَلِهَاۜ قَالَ اَتَسْتَبْدِلُونَ الَّذ۪ي هُوَ اَدْنٰى بِالَّذ۪ي هُوَ خَيْرٌۜ اِهْبِطُوا مِصْرًا فَاِنَّ لَكُمْ مَا سَاَلْتُمْۜ وَضُرِبَتْ عَلَيْهِمُ الذِّلَّةُ وَالْمَسْكَنَةُ وَبَٓاؤُ۫ بِغَضَبٍ مِنَ اللّٰهِۜ ذٰلِكَ بِاَنَّهُمْ كَانُوا يَكْفُرُونَ بِاٰيَاتِ اللّٰهِ وَيَقْتُلُونَ النَّبِيّ۪نَ بِغَيْرِ الْحَقِّۜ ذٰلِكَ بِمَا عَصَوْا وَكَانُوا يَعْتَدُونَ۟,"(Hatırlayın!) Hani: “Ey Musa! (Sadece kudret helvası ve bıldırcın eti yiyerek) bir tek yiyeceğe katlanamayacağız. Rabbine dua et de bize yeryüzünün bitirdiklerinden; baklasından, salatalığından, sarımsağından, mercimeğinden ve soğanından çıkarsın.” dediniz. Musa dedi ki: “En hayırlı olanı bu değersiz olanlarla mı değiştiriyorsunuz? Şehre inin orada istedikleriniz vardır.” (Bu nankörlüklerinden sonra) onlara alçaklık ve yoksulluk damgası vuruldu ve Allah’ın gazabına uğradılar. Bu (ceza), Allah’ın ayetlerine karşı kâfir olmaları ve peygamberlerini haksız yere öldürmeleri sebebiyledir. Bu (ceza), isyan etmeleri ve haddi aşmaları sebebiyledir.",
69,2,Bakara,62,اِنَّ الَّذ۪ينَ اٰمَنُوا وَالَّذ۪ينَ هَادُوا وَالنَّصَارٰى وَالصَّابِـ۪ٔينَ مَنْ اٰمَنَ بِاللّٰهِ وَالْيَوْمِ الْاٰخِرِ وَعَمِلَ صَالِحًا فَلَهُمْ اَجْرُهُمْ عِنْدَ رَبِّهِمْۖ وَلَا خَوْفٌ عَلَيْهِمْ وَلَا هُمْ يَحْزَنُونَ,"Şüphesiz iman edenler, Yahudi olanlar, Hristiyan ve Sabiîlerden her kim Allah’a ve Ahiret Günü'ne iman eder ve salih amel yaparsa onlara Rableri katında ecirler vardır. Onlara korku yoktur ve onlar üzülmeyeceklerdir de.",
70,2,Bakara,63,وَاِذْ اَخَذْنَا م۪يثَاقَكُمْ وَرَفَعْنَا فَوْقَكُمُ الطُّورَۜ خُذُوا مَٓا اٰتَيْنَاكُمْ بِقُوَّةٍ وَاذْكُرُوا مَا ف۪يهِ لَعَلَّكُمْ تَتَّقُونَ,(Hatırlayın!) Hani bir zamanlar sizden söz almış ve Tur Dağı’nı tepenizde yükseltmiştik. (Ve demiştik ki:) “Size verdiğimiz (Kitab’a) kuvvetle yapışın ve içindeki (öğütleri) hatırlayın ki sakınıp korunabilesiniz.”,
71,2,Bakara,64,ثُمَّ تَوَلَّيْتُمْ مِنْ بَعْدِ ذٰلِكَۚ فَلَوْلَا فَضْلُ اللّٰهِ عَلَيْكُمْ وَرَحْمَتُهُ لَكُنْتُمْ مِنَ الْخَاسِر۪ينَ,Bu (sözünüzden) sonra (yine) yüz çevirdiniz. Allah’ın sizin üzerinizde fazlı ve rahmeti olmasaydı kesinlikle hüsrana uğrayanlardan olurdunuz.,
72,2,Bakara,65,وَلَقَدْ عَلِمْتُمُ الَّذ۪ينَ اعْتَدَوْا مِنْكُمْ فِي السَّبْتِ فَقُلْنَا لَهُمْ كُونُوا قِرَدَةً خَاسِـ۪ٔينَۚ,"Andolsun, içinizden Cumartesi Yasağı konusunda haddi aşanları biliyordunuz. Biz onlara: “Alçak/Aşağılık maymunlar olun.” dedik.",
73,2,Bakara,66,فَجَعَلْنَاهَا نَكَالًا لِمَا بَيْنَ يَدَيْهَا وَمَا خَلْفَهَا وَمَوْعِظَةً لِلْمُتَّق۪ينَ,"Bu (cezayı) kendilerinden önce ve sonra gelecek olanlara ibretlik bir ceza, muttakiler için de bir öğüt kıldık.",
74,2,Bakara,67,وَاِذْ قَالَ مُوسٰى لِقَوْمِه۪ٓ اِنَّ اللّٰهَ يَأْمُرُكُمْ اَنْ تَذْبَحُوا بَقَرَةًۜ قَالُٓوا اَتَتَّخِذُنَا هُزُوًاۜ قَالَ اَعُوذُ بِاللّٰهِ اَنْ اَكُونَ مِنَ الْجَاهِل۪ينَ,"(Hatırlayın!) Hani Musa kavmine demişti ki: “Allah, bir inek/sığır kesmenizi emrediyor.” Demişlerdi ki: “Bizimle alay mı ediyorsun?” Musa: “Cahillerden olmaktan Allah’a sığınırım.” demişti.",
75,2,Bakara,68,قَالُوا ادْعُ لَنَا رَبَّكَ يُبَيِّنْ لَنَا مَا هِيَۜ قَالَ اِنَّهُ يَقُولُ اِنَّهَا بَقَرَةٌ لَا فَارِضٌ وَلَا بِكْرٌۜ عَوَانٌ بَيْنَ ذٰلِكَۜ فَافْعَلُوا مَا تُؤْمَرُونَ,"Demişlerdi ki: “Bizim için Rabbine dua et de o ineğin sıfatlarını bize açıklasın.” Dedi ki: “(Allah) buyurdu ki: ‘O ne yaşlı ne de körpe, bu ikisi arasında (orta yaşta) bir inektir. (Bu açıklama üzerine artık) emrolunduğunuz şeyi yapın.’ ”",
76,2,Bakara,69,قَالُوا ادْعُ لَنَا رَبَّكَ يُبَيِّنْ لَنَا مَا لَوْنُهَاۜ قَالَ اِنَّهُ يَقُولُ اِنَّهَا بَقَرَةٌ صَفْرَٓاءُۙ فَاقِعٌ لَوْنُهَا تَسُرُّ النَّاظِر۪ينَ,"Demişlerdi ki: “Bizim için Rabbine dua et de bize onun rengini açıklasın.” Dedi ki: “(Allah) buyurdu ki: ‘O, bakanlara (huzur verip) ferahlatan, rengi parlak, sapsarı bir inektir.’ ”",
77,2,Bakara,70,قَالُوا ادْعُ لَنَا رَبَّكَ يُبَيِّنْ لَنَا مَا هِيَۙ اِنَّ الْبَقَرَ تَشَابَهَ عَلَيْنَاۜ وَاِنَّٓا اِنْ شَٓاءَ اللّٰهُ لَمُهْتَدُونَ,"Demişlerdi ki: “Bizim için Rabbine dua et de bize onun mahiyetini açıklasın. (Şu ana kadar anlattıkların nedeniyle) inek, kafamızı karıştırdı. Şayet Allah dilerse (ineği bulma konusunda) elbette doğru olanı yaparız.”",
78,2,Bakara,71,قَالَ اِنَّهُ يَقُولُ اِنَّهَا بَقَرَةٌ لَا ذَلُولٌ تُث۪يرُ الْاَرْضَ وَلَا تَسْقِي الْحَرْثَۚ مُسَلَّمَةٌ لَا شِيَةَ ف۪يهَاۜ قَالُوا الْـٰٔنَ جِئْتَ بِالْحَقِّۜ فَذَبَحُوهَا وَمَا كَادُوا يَفْعَلُونَ۟,"Dedi ki: “Allah buyuruyor ki: ‘Tarla sürme ve ekin sulama işinde çalıştırılmamış, kusursuz, üzerinde benek olmayan bir inektir/boğadır.’ ” (Onlar:) “Şimdi doğruyu söyledin.” dediler ve ineği/boğayı kestiler. Fakat neredeyse onu kesmeyeceklerdi.",
79,2,Bakara,72,وَاِذْ قَتَلْتُمْ نَفْسًا فَادّٰرَءْتُمْ ف۪يهَاۜ وَاللّٰهُ مُخْرِجٌ مَا كُنْتُمْ تَكْتُمُونَۚ,(Hatırlayın!) Hani siz bir insan öldürmüş ve birbirinizi suçlamıştınız. Allah sizin gizleyip sakladıklarınızı açığa çıkarandır.,
80,2,Bakara,73,فَقُلْنَا اضْرِبُوهُ بِبَعْضِهَاۜ كَذٰلِكَ يُحْيِ اللّٰهُ الْمَوْتٰى وَيُر۪يكُمْ اٰيَاتِه۪ لَعَلَّكُمْ تَعْقِلُونَ,"“Hayvanın bir parçasıyla cesede vurun.” diye emrettik. (O da dile gelip, katilini söyledi.) İşte böylece Allah, ölüleri diriltip ayetlerini sizlere gösterir ki akledesiniz.",
81,2,Bakara,74,ثُمَّ قَسَتْ قُلُوبُكُمْ مِنْ بَعْدِ ذٰلِكَ فَهِيَ كَالْحِجَارَةِ اَوْ اَشَدُّ قَسْوَةًۜ وَاِنَّ مِنَ الْحِجَارَةِ لَمَا يَتَفَجَّرُ مِنْهُ الْاَنْهَارُۜ وَاِنَّ مِنْهَا لَمَا يَشَّقَّقُ فَيَخْرُجُ مِنْهُ الْمَٓاءُۜ وَاِنَّ مِنْهَا لَمَا يَهْبِطُ مِنْ خَشْيَةِ اللّٰهِۜ وَمَا اللّٰهُ بِغَافِلٍ عَمَّا تَعْمَلُونَ,"Bu olaydan sonra kalpleriniz katılaştı. Kalpleriniz taş gibi hatta taştan da katıdır. Oysa öyle taşlar vardır ki ondan nehirler fışkırır. Öylesi vardır ki yarılır ve içinden su çıkar. Öylesi de vardır ki Allah’ın korkusundan yuvarlanır. Allah, yaptıklarınızdan gafil değildir.",
82,2,Bakara,75,اَفَتَطْمَعُونَ اَنْ يُؤْمِنُوا لَكُمْ وَقَدْ كَانَ فَر۪يقٌ مِنْهُمْ يَسْمَعُونَ كَلَامَ اللّٰهِ ثُمَّ يُحَرِّفُونَهُ مِنْ بَعْدِ مَا عَقَلُوهُ وَهُمْ يَعْلَمُونَ,"İçlerinden bir grubun, Allah’ın kelamını dinleyip iyice anladıktan sonra, bile bile tahrif ediyor olmalarına rağmen, size inanacaklarını mı umuyorsunuz?",
83,2,Bakara,76,وَاِذَا لَقُوا الَّذ۪ينَ اٰمَنُوا قَالُٓوا اٰمَنَّاۚ وَاِذَا خَلَا بَعْضُهُمْ اِلٰى بَعْضٍ قَالُٓوا اَتُحَدِّثُونَهُمْ بِمَا فَتَحَ اللّٰهُ عَلَيْكُمْ لِيُحَٓاجُّوكُمْ بِه۪ عِنْدَ رَبِّكُمْۜ اَفَلَا تَعْقِلُونَ,İman edenlerle karşılaştıkları zaman: “İman ettik.” derler. Kendi aralarında baş başa kaldıklarında ise şöyle derler: “Ne diye Allah’ın size açtığı sırlarınızı onlara anlatıyorsunuz? Allah katında aleyhinize delil olarak kullansınlar diye mi? Akletmez misiniz?”,
84,2,Bakara,77,اَوَلَا يَعْلَمُونَ اَنَّ اللّٰهَ يَعْلَمُ مَا يُسِرُّونَ وَمَا يُعْلِنُونَ,(Yoksa onlar) gizlediklerini ve açıktan yaptıklarını Allah’ın bildiğini bilmiyorlar mı?,
85,2,Bakara,78,وَمِنْهُمْ اُمِّيُّونَ لَا يَعْلَمُونَ الْكِتَابَ اِلَّٓا اَمَانِيَّ وَاِنْ هُمْ اِلَّا يَظُنُّونَ,Onların içinden Kitab’ı bilmeyen ümmiler vardır. (Kitab’a dair) birtakım emaniyye/kuruntuya/kulaktan dolma bilgiye sahiplerdir ve onlar yalnızca zannetmektelerdir.,
86,2,Bakara,79,فَوَيْلٌ لِلَّذ۪ينَ يَكْتُبُونَ الْكِتَابَ بِاَيْد۪يهِمْ ثُمَّ يَقُولُونَ هٰذَا مِنْ عِنْدِ اللّٰهِ لِيَشْتَرُوا بِه۪ ثَمَنًا قَل۪يلًاۜ فَوَيْلٌ لَهُمْ مِمَّا كَتَبَتْ اَيْد۪يهِمْ وَوَيْلٌ لَهُمْ مِمَّا يَكْسِبُونَ,"Az bir dünyalık elde etmek için elleriyle kitap yazan, sonra da: “Bu, Allah’ın katındandır.” diyenlere yazıklar olsun. Elleriyle yazdıklarından ötürü yazıklar olsun onlara! (Uydurdukları kitaplar için: “Allah tarafından yazdırıldı.” diyerek) elde ettikleri kazançtan ötürü de yazıklar olsun onlara.",
87,2,Bakara,80,وَقَالُوا لَنْ تَمَسَّنَا النَّارُ اِلَّٓا اَيَّامًا مَعْدُودَةًۜ قُلْ اَتَّخَذْتُمْ عِنْدَ اللّٰهِ عَهْدًا فَلَنْ يُخْلِفَ اللّٰهُ عَهْدَهُٓ اَمْ تَقُولُونَ عَلَى اللّٰهِ مَا لَا تَعْلَمُونَ,Dediler ki: “Sayılı günler dışında ateş bize dokunmayacaktır.” De ki: “Allah katından (bu konuya dair) bir söz mü aldınız? (Şayet öyleyse) Allah sözünden dönmez. Yoksa siz Allah hakkında bilmediğiniz şeyler mi söylüyorsunuz?”,
88,2,Bakara,81,بَلٰى مَنْ كَسَبَ سَيِّئَةً وَاَحَاطَتْ بِه۪ خَط۪ٓيـَٔتُهُ فَاُو۬لٰٓئِكَ اَصْحَابُ النَّارِۚ هُمْ ف۪يهَا خَالِدُونَ,"(Hayır, öyle değil!) Bilakis, kim bir günah işler ve günahı onu her yönden kuşatırsa; bunlar ateşin ehlidir ve orada ebedî kalacaklardır.",
89,2,Bakara,82,وَالَّذ۪ينَ اٰمَنُوا وَعَمِلُوا الصَّالِحَاتِ اُو۬لٰٓئِكَ اَصْحَابُ الْجَنَّةِۚ هُمْ ف۪يهَا خَالِدُونَ۟,"İman edip, salih amel işleyenler ise; işte bunlar cennetin ehlidir ve orada ebedî kalacaklardır.",
90,2,Bakara,83,وَاِذْ اَخَذْنَا م۪يثَاقَ بَن۪ٓي اِسْرَٓاء۪يلَ لَا تَعْبُدُونَ اِلَّا اللّٰهَ وَبِالْوَالِدَيْنِ اِحْسَانًا وَذِي الْقُرْبٰى وَالْيَتَامٰى وَالْمَسَاك۪ينِ وَقُولُوا لِلنَّاسِ حُسْنًا وَاَق۪يمُوا الصَّلٰوةَ وَاٰتُوا الزَّكٰوةَۜ ثُمَّ تَوَلَّيْتُمْ اِلَّا قَل۪يلًا مِنْكُمْ وَاَنْتُمْ مُعْرِضُونَ,"(Hatırlayın!) Hani biz İsrailoğullarından: “Yalnızca Allah’a ibadet edin, anne babaya, yakın akrabaya, yetimlere ve miskinlere/ihtiyaç sahibi yoksullara iyilik yapın. İnsanlara güzel söz söyleyin. Namazı dosdoğru kılın, zekâtı verin.” diye söz almıştık. Sonra pek azınız hariç (büyük çoğunluğunuz) sözünüzden döndünüz ve hâlâ yüz çevirmeye devam etmektesiniz.",
91,2,Bakara,84,وَاِذْ اَخَذْنَا م۪يثَاقَكُمْ لَا تَسْفِكُونَ دِمَٓاءَكُمْ وَلَا تُخْرِجُونَ اَنْفُسَكُمْ مِنْ دِيَارِكُمْ ثُمَّ اَقْرَرْتُمْ وَاَنْتُمْ تَشْهَدُونَ,(Hatırlayın!) Hani sizden: “Birbirinizin kanını dökmeyin ve birbirinizi yurtlarınızdan çıkarmayın.” diye söz almıştık. Sonra sizler (verdiğiniz sözü) ikrar ettiniz ve hâlâ da (bu sözü verdiğinize) şahitlik etmektesiniz.,
92,2,Bakara,85,ثُمَّ اَنْتُمْ هٰٓؤُ۬لَٓاءِ تَقْتُلُونَ اَنْفُسَكُمْ وَتُخْرِجُونَ فَر۪يقًا مِنْكُمْ مِنْ دِيَارِهِمْۘ تَظَاهَرُونَ عَلَيْهِمْ بِالْاِثْمِ وَالْعُدْوَانِۜ وَاِنْ يَأْتُوكُمْ اُسَارٰى تُفَادُوهُمْ وَهُوَ مُحَرَّمٌ عَلَيْكُمْ اِخْرَاجُهُمْۜ اَفَتُؤْمِنُونَ بِبَعْضِ الْكِتَابِ وَتَكْفُرُونَ بِبَعْضٍۚ فَمَا جَزَٓاءُ مَنْ يَفْعَلُ ذٰلِكَ مِنْكُمْ اِلَّا خِزْيٌ فِي الْحَيٰوةِ الدُّنْيَاۚ وَيَوْمَ الْقِيٰمَةِ يُرَدُّونَ اِلٰٓى اَشَدِّ الْعَذَابِۜ وَمَا اللّٰهُ بِغَافِلٍ عَمَّا تَعْمَلُونَ,"Sonra sizler (söz vermenize rağmen) birbirinizi öldürüyor, bir bölümünüzü yurtlarınızdan çıkarıyor, günah ve haddi aşmada onların aleyhine yardımlaşıyorsunuz. (Dindaşlarınız) size esir olarak geldiğinde, onları yurtlarından çıkarmak size haram kılınmasına rağmen (serbest bırakma karşılığında) fidye alıyorsunuz. Yoksa siz Kitab’ın bir kısmına inanıp, bir kısmını inkâr mı ediyorsunuz? Sizden böyle yapanların cezası dünya hayatında rezil rüsva olmaktan başka bir şey değildir. Ahiret Günü'nde de azabın en çetinine uğrayacaklardır. Allah sizin yaptıklarınızdan gafil değildir.",
93,2,Bakara,86,اُو۬لٰٓئِكَ الَّذ۪ينَ اشْتَرَوُا الْحَيٰوةَ الدُّنْيَا بِالْاٰخِرَةِۘ فَلَا يُخَفَّفُ عَنْهُمُ الْعَذَابُ وَلَا هُمْ يُنْصَرُونَ۟,"Bunlar öyle kimselerdir ki ahiretlerini dünya hayatı karşılığında satmışlardır. Onlardan azap hafifletilmeyecek, onlara yardım da edilmeyecektir.",
94,2,Bakara,87,وَلَقَدْ اٰتَيْنَا مُوسَى الْكِتَابَ وَقَفَّيْنَا مِنْ بَعْدِه۪ بِالرُّسُلِ وَاٰتَيْنَا ع۪يسَى ابْنَ مَرْيَمَ الْبَيِّنَاتِ وَاَيَّدْنَاهُ بِرُوحِ الْقُدُسِۜ اَفَكُلَّمَا جَٓاءَكُمْ رَسُولٌ بِمَا لَا تَهْوٰٓى اَنْفُسُكُمُ اسْتَكْبَرْتُمْۚ فَفَر۪يقًا كَذَّبْتُمْۘ وَفَر۪يقًا تَقْتُلُونَ,"Andolsun ki Musa’ya Kitab’ı verdik ve onun ardından peş peşe resûller gönderdik. Meryem oğlu İsa’ya da apaçık deliller verdik ve onu Ruhu’l Kudüs’le (Cibril’le) destekledik. Resûl, hevanıza uygun olmayan bir şey getirdiğinde, her seferinde büyüklenecek (o resûllerin) bir kısmını yalanlayıp, bir kısmını öldürecek misiniz?",
